%  Stalagmite DA, Dongge Cave, China (Wang et al., 2005)
%
%  Age years BP     d18O
%
0	-7.18
9	-7.32
19	-7.1
30	-7.28
41	-7.27
46	-7.52
50	-7.53
55	-8.07
62	-8.14
69	-7.76
77	-7.53
80	-7.52
84	-7.67
88	-7.56
91	-7.71
95	-7.49
98	-7.81
102	-7.61
106	-8.09
109	-7.65
113	-7.84
116	-7.42
119	-7.47
120	-7.97
121	-7.77
124	-7.61
127	-7.82
131	-7.51
134	-8
138	-7.49
142	-7.7
145	-7.51
149	-7.78
153	-7.69
156	-7.91
160	-7.72
163	-7.58
167	-7.54
171	-7.57
174	-7.54
178	-7.92
181	-7.44
185	-7.71
186	-7.57
188	-7.49
191	-7.66
194	-8.08
197	-7.59
200	-7.57
203	-7.75
206	-7.77
209	-7.84
211	-6.99
214	-7.64
217	-7.67
220	-7.53
223	-7.62
226	-7.63
229	-7.89
232	-7.57
235	-7.19
238	-7.37
241	-7.59
244	-7.47
247	-7.58
250	-7.57
253	-7.19
256	-7.07
259	-7.62
261	-7.65
264	-7.43
267	-7.68
270	-7.66
273	-7.41
276	-7.08
279	-7.2
282	-7.48
285	-7.16
289	-7.21
293	-7.19
297	-7.31
302	-7.52
306	-7.25
310	-7.44
314	-7.55
318	-7.59
322	-7.44
327	-7.17
331	-7.34
335	-7.49
339	-7.67
343	-7.32
347	-7.39
351	-7.18
356	-6.96
360	-7.38
364	-7.19
368	-7.35
372	-7.52
376	-7.44
380	-7.21
385	-7.6
389	-7.47
393	-7.21
397	-7.46
401	-7.4
405	-7.61
410	-7.26
414	-7
418	-6.95
422	-6.64
426	-7.14
430	-7.26
434	-7.29
439	-7.21
443	-7.41
447	-7.43
451	-7.39
455	-7.35
459	-7.47
463	-7.19
468	-7.05
472	-7.37
476	-7.2
480	-7.34
484	-7.19
488	-7.31
493	-6.98
497	-7.02
501	-7.1
505	-7.15
509	-7.24
513	-7.13
517	-6.66
521	-7.26
525	-7.47
529	-7.3
533	-7.15
537	-7.21
541	-7.23
545	-7.56
549	-7.39
553	-6.74
557	-7.08
561	-6.92
565	-7.16
569	-7.4
573	-7.09
577	-7.12
581	-6.94
585	-6.65
589	-7.57
593	-7.71
597	-7.27
601	-7.23
605	-7.48
609	-7.37
613	-7.39
617	-7.38
621	-7.46
625	-7.31
629	-7.21
633	-7.32
637	-7.3
641	-7.21
645	-7.24
649	-7.28
653	-7.16
657	-7.17
659	-7.28
661	-7.1
665	-7.11
668	-7.14
670	-7.2
676	-7.54
679	-7.43
681	-7.47
687	-7.5
689	-7.43
692	-7.35
698	-7.26
700	-7.28
703	-7.23
708	-7.29
711	-7.27
714	-7.15
719	-7.56
722	-7.61
725	-7.48
730	-7.24
733	-7.42
736	-7.41
741	-7.74
744	-7.6
746	-7.75
752	-7.63
755	-7.64
757	-7.55
763	-7.59
765	-7.61
768	-7.61
774	-7.36
776	-7.44
779	-7.38
784	-7.35
787	-7.27
790	-7.25
795	-7.52
798	-7.17
801	-7.4
806	-7.21
809	-7.29
812	-7.19
817	-6.99
820	-7.12
822	-7.08
828	-7.11
831	-7.27
833	-7.17
839	-7.08
841	-7.19
844	-7.24
850	-7.21
852	-7.28
855	-7.53
861	-7.41
868	-7.31
874	-7.24
880	-7.21
886	-7.32
893	-7.27
899	-7.05
905	-7.12
911	-7.31
918	-7.19
924	-7.38
930	-7.4
936	-7.16
943	-7.3
949	-7.21
955	-6.87
961	-7.22
967	-7.15
972	-7.38
978	-7.37
984	-7.12
990	-7.16
996	-7.32
1001	-7.46
1007	-7.25
1013	-6.78
1019	-7.12
1024	-7.18
1030	-7.44
1036	-7.2
1042	-7.22
1048	-7.34
1053	-7.23
1059	-7.39
1065	-7.5
1068	-7.01
1070	-7.21
1073	-7.33
1076	-7.28
1079	-7.26
1081	-7.24
1084	-7.26
1087	-7.2
1090	-6.98
1092	-7.11
1095	-7.11
1098	-7.06
1101	-7.29
1105	-7.4
1108	-7.43
1111	-7.57
1114	-7.55
1118	-7.45
1121	-7.28
1124	-7.49
1127	-7.46
1131	-7.08
1134	-7.45
1137	-7.5
1140	-7.22
1144	-7.04
1147	-7.15
1150	-7.07
1153	-7.31
1157	-7.58
1160	-7.33
1163	-7.44
1166	-7.6
1170	-7.51
1173	-7.17
1176	-7.21
1179	-7.05
1183	-7.38
1186	-7.18
1189	-7.69
1192	-7.33
1196	-7.45
1199	-7.31
1202	-7.37
1205	-7.44
1209	-7.29
1212	-7.27
1215	-6.76
1219	-7.17
1223	-7.46
1227	-7.55
1229	-7.47
1231	-7.27
1233	-7.27
1235	-7.49
1237	-7.52
1238	-7.54
1240	-7.35
1242	-7.21
1244	-7.21
1246	-7.2
1248	-7.32
1250	-7.36
1252	-7.36
1254	-7.35
1256	-7.34
1258	-7.48
1260	-7.45
1262	-7.36
1264	-7.2
1266	-7.18
1268	-7.25
1270	-7.26
1272	-7.42
1274	-7.45
1278	-7.46
1282	-7.43
1285	-7.51
1289	-7.02
1293	-7.31
1297	-7.39
1301	-7.09
1305	-6.98
1311	-7.13
1318	-7.08
1324	-7.43
1330	-7.56
1336	-7.36
1343	-7.26
1349	-7.4
1355	-7.33
1362	-7.28
1368	-7.29
1374	-7.54
1381	-7.39
1387	-7.22
1393	-7.45
1399	-7.32
1406	-7.12
1412	-7.37
1418	-7.34
1425	-7.49
1431	-7.42
1437	-7.29
1444	-6.88
1450	-6.89
1456	-7.12
1462	-7.01
1469	-7.02
1475	-7.62
1479	-7.47
1484	-7.16
1488	-6.95
1493	-7.01
1497	-7.38
